Title ID,Name,Publisher,Developer,Release date,Has Local Multiplayer,Has LAN Multiplayer,Has Online Multiplayer
'54510896,"""Darksiders II""","""THQ, Inc.""","""Vigil Games""",2012-08-14,FALSE,FALSE,FALSE
'545107E6,"""Darksiders""","""THQ""","""Vigil Games""",2010-01-27,FALSE,FALSE,FALSE
'4B5907DA,"""DarkStar One""","""Kalypso Media""","""Gaming Minds Studios""",2010-05-28,FALSE,FALSE,FALSE
'4E4D0826,"""DB: Raging Blast 2""","""NAMCO BANDAI Games America Inc.""","""Spike Co. Ltd,""",2010-11-02,FALSE,FALSE,TRUE
'4E4D0803,"""DB: Raging Blast""","""BANDAI NAMCO Entertainment Inc.""","""Spike Co., Ltd.""",2009-10-11,FALSE,FALSE,TRUE
'424107DC,"""DBZ: BURST LIMIT""","""Bandai""","""Dimps Corporation""",2008-01-01,FALSE,FALSE,TRUE
'4B4E07EF,"""DDR Universe 3""","""Konami""","""HUDSON SOFT CO.,LTD.""",2010-01-28,FALSE,FALSE,TRUE
'4B4E07E7,"""DDR/DS Universe 2""","""Konami""","""HUDSON SOFT CO.,LTD.""",2009-11-06,FALSE,FALSE,TRUE
'4B4E07DC,"""DDR/DS Universe""","""Konami""","""Hudson Soft Co., ltd""",2009-08-25,FALSE,FALSE,TRUE
'54510865,"""de Blob 2 (2014)""","""THQ Inc.""","""Bluetongue Entertainment""",2011-03-03,FALSE,FALSE,FALSE
'58410B48,"""Dead Block""","""NAMCO BANDAI Games America Inc.""","""Candygun Games UG""",2011-06-24,TRUE,FALSE,FALSE
'4B4D07DF,"""Dead Island""","""Deep Silver""","""Techland""",2011-07-16,TRUE,FALSE,TRUE
'544307D1,"""DEAD OR ALIVE 4""","""Tecmo""","""Team NINJA""",2008-01-01,FALSE,FALSE,TRUE
'4B5607DA,"""Dead or Alive 5""","""TECMO KOEI AMERICA Corporation""","""TECMO KOEI GAMES.CO.,LTD/Team NINJA""",2012-09-28,FALSE,FALSE,TRUE
'544307D2,"""DEAD OR ALIVE Xtreme 2""","""Tecmo""","""Team NINJA""",2008-01-01,FALSE,FALSE,TRUE
'4343081F,"""DEAD RISING 2 OFF THE RECORD""","""CAPCOM Co., Ltd.""","""Capcom Game Studio Vancouver""",2011-04-13,TRUE,FALSE,TRUE
'434307EC,"""Dead Rising 2""","""CAPCOM CO., LTD.""","""Blue Castle Games Inc.""",2010-09-24,TRUE,FALSE,FALSE
'434307D2,"""DEAD RISING""","""CAPCOM""","""CAPCOM""",2010-01-26,FALSE,FALSE,FALSE
'4541099D,"""Dead Spaceâ„¢ 3""","""Electronic Arts""","""Visceral""",2013-02-06,TRUE,FALSE,FALSE
'45410857,"""Dead Spaceâ„¢""","""Electronic Arts""","""Electronic Artsâ„¢""",2010-08-03,FALSE,FALSE,FALSE
'58410B5C,"""Deadliest Warrior: Legends""","""345 Games / Spike Games""","""Pipeworks""",2011-07-06,FALSE,FALSE,TRUE
'4D5607D1,"""Deadly Premonition""","""Rising Star Games""","""Access Games""",2010-09-17,FALSE,FALSE,FALSE
'494F07D4,"""DEADLY PREMONITION""","""XSEED Games / Marvelous USA, Inc.""","""ACCESS GAMES INC.""",2009-11-30,FALSE,FALSE,FALSE
'415807D8,"""DEATHSMILES NA""","""Aksys Games""","""CAVE""",2010-05-28,TRUE,FALSE,TRUE
'435A07D9,"""DeathSmiles2 X""","""CAVE Interactive CO.,LTD.""","""CAVE Interactive CO.,LTD.""",2010-05-03,TRUE,FALSE,TRUE
'5451086B,"""Deepak Chopraâ€™s Leelaâ„¢""","""THQ Inc.""","""Curious Pictures""",2011-11-08,FALSE,FALSE,FALSE
'4B4E0820,"""DEF JAM RAPSTAR""","""Konami Digital Entertainment""","""Terminal Reality, Inc.""",2010-10-05,FALSE,FALSE,TRUE
'454107EE,"""DEF JAM: ICONâ„¢""","""Electronic Arts""","""EA Chicago""",2008-01-01,FALSE,FALSE,TRUE
'545107FE,"""Destroy All Humans! Path of the Furon""","""THQ""","""Sandblast Games""",2008-01-01,FALSE,FALSE,FALSE
'535107FA,"""DEUS EX: HUMAN REVOLUTION""","""SQUARE ENIX""","""EIDOS-MONTREAL""",2010-08-23,FALSE,FALSE,FALSE
'434307DF,"""Devil May Cry 4""","""CAPCOM Co., Ltd.""","""CAPCOM Co.,Ltd.""",2010-04-07,FALSE,FALSE,FALSE
'4343081E,"""Devil May Cry HD Collection""","""Capcom Entertainment, Inc""","""Foundation 9""",2012-03-22,FALSE,FALSE,FALSE
'58410B3C,"""Diabolical Pitch""","""Microsoft Studios""","""Grasshopper Manufacture""",2012-04-04,FALSE,FALSE,FALSE
'434D0819,"""DiRT 2""","""Codemasters Software Company Limited""","""Codemasters Software Company Limited""",2009-09-08,FALSE,FALSE,TRUE
'434D07DB,"""DiRTâ„¢""","""Codemasters Software Company Limited""","""Codemasters Software Company Limited""",2010-08-03,FALSE,FALSE,FALSE
'425307E3,"""Dishonored""","""Bethesda Softworks""","""Arkane Studios""",2012-10-09,FALSE,FALSE,FALSE
'425607DE,"""Disney Bolt""","""Disney Interactive""","""Avalanche Software""",2009-12-07,FALSE,FALSE,FALSE
'5858085F,"""Disney Classics""","""Disney Interactive Studios""","""Disney Interactive Studios""",2010-02-04,FALSE,FALSE,FALSE
'42560816,"""Disney Epic Mickey 2: The Power of Two""","""Disney Interactive Studios""","""Junction Point Studios""",2012-11-06,TRUE,FALSE,FALSE
'425607E6,"""Disney Sing It HSM3""","""Disney""","""ZoÃ« Mode""",2010-08-10,FALSE,FALSE,FALSE
'425607E0,"""Disney Sing It""","""Disney""","""Zoe Mode corporation""",2008-01-01,FALSE,FALSE,TRUE
'42560803,"""Disney Universe""","""Disney Interactive Studios""","""Eurocom""",2011-09-26,FALSE,FALSE,FALSE
'42560817,"""Disney/Pixar:  Brave The Video Game""","""Disney Interactive Studios""","""Behaviour Interactive""",2012-04-09,TRUE,FALSE,FALSE
'54510839,"""DisneyÂ·Pixar UP""","""THQ Inc.""","""Heavy Iron Studios""",2008-01-01,TRUE,FALSE,FALSE
'464507D6,"""Divinity II - The Dragon Knight Saga""","""Focus Home Interactive""","""Larian Studio""",2010-11-05,FALSE,FALSE,FALSE
'415407D8,"""Divinity II - The Dragon Knight Saga""","""Focus Home Interactive""","""Larian Studio""",2010-11-05,FALSE,FALSE,FALSE
'445407D3,"""Divinity II""","""dtp entertainment AG""","""Larian Studios""",2009-10-02,FALSE,FALSE,FALSE
'434407D6,"""Divinity II""","""dtp entertainment AG cdv entertainment USA""","""Larian Studios""",2009-11-16,FALSE,FALSE,FALSE
'4156087F,"""DJ HeroÂ® 2""","""Activision""","""FreeStyleGames""",2010-08-12,FALSE,FALSE,TRUE
'425307F1,"""DOOM 3 BFG Edition""","""Bethesda Softworks""","""id Software""",2012-10-16,FALSE,FALSE,TRUE
'454108C0,"""Dragon Age: Origins""","""Electronic Arts""","""BioWare""",2010-08-10,FALSE,FALSE,FALSE
'4541090B,"""Dragon Ageâ„¢ 2""","""Electronic Arts""","""BioWare""",2011-03-08,FALSE,FALSE,FALSE
'4E4D0846,"""Dragon Ball Z Ultimate Tenkaichi""","""NAMCO BANDAI Games America Inc.""","""Spike Co., Ltd.""",2011-10-25,FALSE,FALSE,TRUE
'4E4D0856,"""Dragon Ball ZÂ® Budokai HD Collection""","""NAMCO BANDAI Games America Inc.""","""Pyramid, Inc.""",2012-11-02,FALSE,FALSE,FALSE
'4E4D084E,"""Dragon Ball ZÂ® for Kinectâ„¢""","""Namco Bandai Games America, Inc.""","""Spike Chunsoft Co., Ltd.""",2012-09-25,FALSE,FALSE,FALSE
'43430814,"""Dragon's Dogma: Dark Arisen""","""CAPCOM CO., LTD.""","""CAPCOM CO., LTD.""",2013-04-23,FALSE,FALSE,FALSE
'5345085A,"""Dreamcast Collection""","""SEGA""","""SEGA""",2011-02-22,FALSE,FALSE,FALSE
'415907D8,"""Dreamkiller""","""Aspyr Media""","""Mindware Studios""",2009-08-27,FALSE,FALSE,TRUE
'415608B4,"""DreamWorks Kartz""","""Activision""","""High Impact Games""",2011-11-15,FALSE,FALSE,FALSE
'5553087E,"""Driver San Francisco""","""Ubisoft""","""Ubisoft Reflections""",2011-07-06,TRUE,FALSE,TRUE
'4E4D07F5,"""DTR: Retribution""","""NAMCO BANDAI Games America Inc.""","""Volatile Games""",2010-05-18,FALSE,FALSE,FALSE
'5454084E,"""Duke Nukem Forever""","""2K Games""","""Gearbox Software""",2011-06-10,FALSE,FALSE,TRUE
'58580879,"""Dumbo""","""Disney Interactive Studios""","""Disney Interactive Studios""",2011-08-11,FALSE,FALSE,FALSE
'535107F5,"""Dungeon Siege III""","""Square Enix""","""Obsidian Entertainment""",2011-05-31,TRUE,FALSE,TRUE
'4E4D0800,"""DW: GUNDAM 2""","""Namco""","""KOEI""",2008-01-01,FALSE,FALSE,TRUE
'4B4F07FA,"""DW: Strikeforce""","""KOEI Co., Ltd.""","""KOEI Co., Ltd.""",2010-01-22,FALSE,FALSE,FALSE
'4E4D07E5,"""DW:GUNDAM""","""Namco""","""KOEI""",2008-01-01,FALSE,FALSE,FALSE
'4B4F07D3,"""Dynasty Warriors 5 Empires""","""TECMO KOEI AMERICA Corporation""","""TECMO KOEI GAMES.CO.,LTD""",2008-01-01,FALSE,FALSE,FALSE
'4B4F07E7,"""Dynasty Warriors 6 Empires""","""TECMO KOEI AMERICA., LTD.""","""TECMO KOEI GAMES Co., Ltd""",2008-01-01,FALSE,FALSE,FALSE
'4B4F07E1,"""DYNASTY WARRIORS 6""","""Koei""","""KOEI Co., Ltd.""",2008-01-01,FALSE,FALSE,FALSE
'4B4F07E0,"""DYNASTY WARRIORS 6""","""TECMO KOEI AMERICA., LTD.""","""TECMO KOEI GAMES Co., Ltd""",2008-01-01,FALSE,FALSE,FALSE
'4B5607D2,"""Dynasty Warriors 7""","""TECMO KOEI AMERICA Corporation""","""TECMO KOEI GAMES.CO.,LTD""",2011-03-29,TRUE,FALSE,FALSE
'4E4D0834,"""Dynasty Warriors Gundam 3""","""NAMCO BANDAI Games America Inc.""","""TECMO KOEI GAMES CO., LTD.""",2011-05-24,TRUE,FALSE,TRUE
'584C07D8,"""E3 2007""","""Xbox LIVE""","""Xbox LIVE""",2008-01-01,FALSE,FALSE,TRUE
'585407D3,"""E3 2008""","""Xbox Console Manufacturing Discs for factory order""","""Xbox Console Manufacturing Discs for factory order""",2008-01-01,FALSE,FALSE,TRUE
'58580815,"""E3 2009""","""Xbox LIVE""","""Xbox Live""",2008-01-01,FALSE,FALSE,TRUE
'5858083F,"""E3 2010""","""Xbox Live""","""Xbox Live""",2010-06-12,FALSE,FALSE,TRUE
'58580869,"""E3 2011""","""Microsoft""","""Microsoft""",2011-06-06,FALSE,FALSE,TRUE
'45410999,"""EA Sports â„¢ FIFA Soccer 13 Early Access""","""Electronic Arts Inc.""","""EA Canada""",2012-09-22,TRUE,FALSE,TRUE
'45410998,"""EA Sports â„¢ FIFA Soccer 13""","""Electronic Arts Inc.""","""EA Canada""",2799-12-30,TRUE,FALSE,TRUE
'45410911,"""EA SPORTS Active 2""","""Electronic Arts Inc.""","""Electronic Arts Canada""",2010-07-23,FALSE,FALSE,FALSE
'4541097B,"""EA SPORTSâ„¢ FIFA Street""","""Electronic Arts""","""Electronic Arts""",2012-09-18,TRUE,FALSE,TRUE
'45410891,"""EA SPORTSâ„¢ Grand SlamÂ® Tennis 2""","""Electronic Arts Inc.""","""Electronic Arts Inc.""",2012-02-10,FALSE,FALSE,TRUE
'454108FC,"""EA SPORTSâ„¢ MMA""","""Electronic Arts Inc.""","""EA Tiburon""",2010-08-10,FALSE,FALSE,TRUE
'4541099B,"""EA SPORTSâ„¢ NHLÂ®13""","""Electronic Arts Inc.""","""EA SPORTSâ„¢""",2012-09-11,TRUE,FALSE,TRUE
'4541096C,"""EA SPORTSâ„¢""","""EA SPORTSâ„¢""","""EA SPORTSâ„¢""",2011-05-05,FALSE,FALSE,FALSE
'445007D3,"""Earth Defense Force 2017""","""D3 Publisher""","""SANDLOT""",2006-12-14,FALSE,FALSE,FALSE
'445007F9,"""Earth Defense Force: Insect Armageddon""","""D3Publisher, Inc.""","""Vicious Cycle Software, Inc.""",2011-07-05,TRUE,FALSE,TRUE
'445007EB,"""Eat Lead""","""D3 Publisher""","""Vicious Cycle Software""",2008-01-01,FALSE,FALSE,FALSE
'494F07D1,"""El Shaddai  ASCENSION OF THE METATRON""","""Ignition Entertainment Ltd.""","""Ignition Entertainment Ltd.""",2011-04-28,FALSE,FALSE,FALSE
'555307E6,"""Enchanted Arms""","""FROM SOFTWARE""","""FROM SOFTWARE""",2006-01-12,FALSE,FALSE,TRUE
'53450832,"""End of Eternity""","""SEGA""","""tri-Ace Inc.""",2009-09-05,FALSE,FALSE,FALSE
'4E4D07F1,"""Enslaved: Odyssey to the West""","""BANDAI NAMCO Entertainment Inc.""","""Ninja Theory Ltd.""",2010-10-05,FALSE,FALSE,FALSE
'565507E0,"""Eragon""","""Vivendi Universal Games""","""Stormfront Studios, Inc""",2008-01-01,FALSE,FALSE,TRUE
'415607DF,"""ET: QUAKE Wars""","""Activision""","""Nerve Software""",2008-01-01,FALSE,FALSE,TRUE
'4E4D07E4,"""Eternal Sonata""","""Namco""","""tri-Crescendo Inc.""",2007-09-17,FALSE,FALSE,FALSE
'4E4D07E2,"""Eternal Sonata""","""Namco""","""tri-Crescendo Inc.""",2007-10-19,FALSE,FALSE,FALSE
'4F4707D4,"""Everyone Sing""","""OG International Ltd / O-Games, Inc""","""Gusto Games Limited""",2012-06-22,FALSE,FALSE,FALSE
'584108A7,"""EXIT""","""TAITO Corporation""","""TAITO CORPORATION""",2008-01-01,FALSE,FALSE,FALSE
'575207D3,"""F.E.A.R. 2""","""Warner Bros.""","""Monolith Productions, Inc.""",2009-02-10,FALSE,FALSE,TRUE
'57520800,"""F.E.A.R. 3""","""WB Games Inc.""","""Day 1 Studios""",2011-05-24,FALSE,FALSE,TRUE
'565507D9,"""F.E.A.R.""","""Vivendi Universal Games""","""Day 1 Studios, LLC""",2008-01-01,FALSE,FALSE,TRUE
'434D082D,"""F1 2010â„¢""","""Codemasters Software Company Limited""","""Codemasters Software Company Limited""",2010-09-24,FALSE,FALSE,TRUE
'434D0842,"""F1 2011â„¢""","""Codemasters Software Company Limited""","""Codemasters Software Company Limited""",2011-09-20,TRUE,FALSE,TRUE
'434D0847,"""F1 2012â„¢""","""Codemasters Software Company Limited""","""Codemasters Birmingham""",2012-09-18,TRUE,FALSE,TRUE
'434D0849,"""F1 RACE STARSâ„¢""","""Codemasters Software Company Limited""","""Codemasters Birmingham""",2012-11-13,FALSE,FALSE,TRUE
'4D5307F1,"""FABLE II""","""Microsoft""","""Microsoft""",2008-10-21,TRUE,FALSE,FALSE
'4D5308D6,"""Fable III""","""Microsoft Game Studios""","""Lionhead Studios""",2010-10-25,TRUE,FALSE,FALSE
'584807E1,"""Facebook""","""Microsoft Corporation""","""Microsoft Corporation""",2009-11-09,FALSE,FALSE,TRUE
'45410861,"""FaceBreakerâ„¢""","""Electronic Arts""","""EA Canada""",2010-07-20,FALSE,FALSE,TRUE
'425307D5,"""Fallout 3""","""Bethesda Softworks""","""Bethesda Game Studios""",2008-10-28,FALSE,FALSE,FALSE
'425307E0,"""Fallout: New Vegas""","""Bethesda Softworks""","""Obsidian Entertainment""",2010-10-19,FALSE,FALSE,FALSE
'5553087F,"""Family FeudÂ®""","""Ubisoft""","""Ludia""",2011-10-18,TRUE,FALSE,FALSE
'45410966,"""Family Game Night 4: The Game Show""","""Electronic Arts, Inc.""","""Wahoo Studios, Inc.""",2011-10-25,FALSE,FALSE,FALSE
'415608C5,"""Family Guy: Back To The Multiverse""","""Activision""","""Heavy Iron Studios""",2012-11-20,TRUE,FALSE,FALSE
'5451085E,"""Fantastic Pets""","""THQ Inc.""","""Blitz Games Studios Ltd.""",2011-03-08,FALSE,FALSE,FALSE
'5553088C,"""Far Cry 3""","""Ubisoft""","""Ubisoft""",2012-11-29,TRUE,FALSE,TRUE
'55530810,"""Far CryÂ® 2""","""UbiSoft""","""Ubisoft""",2010-04-08,FALSE,FALSE,FALSE
'58580887,"""Fast Five""","""Xbox  LIVE""","""Xbox LIVE""",2011-10-07,FALSE,FALSE,TRUE
'555307DC,"""FC Instincts Predator""","""UbiSoft""","""Ubisoft Montreal""",2006-03-28,FALSE,FALSE,TRUE
'464F07DB,"""Field & Stream T.O.C.""","""505 Games""","""Beast Studios""",2010-05-18,FALSE,FALSE,FALSE
'454107D7,"""FIFA 06 RTFWC""","""Electronic Arts""","""EA Canada""",2008-01-01,FALSE,FALSE,FALSE
'454107EF,"""FIFA 07""","""Electronic Arts""","""EA Canada""",2008-01-01,FALSE,FALSE,TRUE
'454108BC,"""FIFA 10""","""Electronic Arts""","""EA Canada""",2010-02-24,TRUE,FALSE,TRUE
'45410967,"""FIFA 12""","""Electronic Arts Inc.""","""EA Canada""",2011-09-27,TRUE,FALSE,TRUE
'454108F3,"""FIFA Soccer 11""","""Electronic Arts Inc.""","""Electronic Arts Canada""",2010-08-10,FALSE,FALSE,TRUE
'4541083B,"""FIFA Street 3""","""Electronic Arts""","""Electronic Arts Canada""",2010-08-03,FALSE,FALSE,TRUE
'454107DE,"""Fight Night Round 3""","""Electronic Arts Inc.""","""EA Chicago""",2010-08-03,FALSE,FALSE,FALSE
'45410894,"""Fight Night Round 4""","""Electronic Arts""","""EA Canada""",2010-07-03,TRUE,FALSE,TRUE
'5553084E,"""Fighters Uncaged""","""Ubisoft""","""AMA Studios""",2010-11-04,FALSE,FALSE,FALSE
'535107D5,"""FINAL FANTASY XI: Seekers of Adoulin""","""Square Enix Inc.""","""SQUARE ENIX CO., LTD.""",2013-03-26,FALSE,FALSE,FALSE
'535107E4,"""FINAL FANTASY XIII""","""Square Enix""","""Square Enix""",2010-07-19,FALSE,FALSE,FALSE
'53510806,"""FINAL FANTASY XIII-2""","""Square Enix""","""Square Enix""",2011-12-15,FALSE,FALSE,FALSE
'4B4F07FE,"""Fist of the North Star: Ken's Rage""","""TECMO KOEI AMERICA Corporation""","""TECMO KOEI GAMES CO., LTD.""",2010-11-02,FALSE,FALSE,FALSE
'454D07D2,"""FlatOut UC""","""Empire Interactive""","""Bugbear Entertainment""",2008-01-01,FALSE,FALSE,TRUE
'534507D1,"""Football Manager 2006""","""Sega""","""Sports Interactive Ltd.""",2008-01-01,FALSE,FALSE,TRUE
'4D5307EA,"""Forza Motorsport 2""","""Microsoft""","""Microsoft Game Studios""",2008-01-01,FALSE,FALSE,FALSE
'4D53084D,"""Forza Motorsport 3""","""Microsoft Game Studios""","""Turn 10 Studios""",2010-08-27,FALSE,FALSE,TRUE
'4C4107D4,"""Fracture""","""Disney Interactive Studios""","""Day 1 Studios""",2008-01-01,FALSE,FALSE,TRUE
'535107E9,"""Front Mission Evolvedâ„¢""","""Square Enix""","""Double Helix Games""",2010-08-11,FALSE,FALSE,FALSE
'545107D8,"""Frontlines:Fuel of War""","""THQ""","""Kaos Studios""",2010-07-02,FALSE,FALSE,FALSE
'434D080D,"""FUELâ„¢""","""Codemasters Software Company Limited""","""Asobo Studio""",2009-06-02,FALSE,FALSE,TRUE
'534507D5,"""Full Auto""","""Sega""","""Pseudo Interactive Inc.""",2006-02-14,FALSE,FALSE,FALSE
'485507D4,"""Fuzion Frenzy 2""","""Microsoft""","""Microsoft""",2008-01-01,FALSE,FALSE,TRUE
'454108D9,"""G.I. JOE (PAL)""","""Electronic Arts""","""Double Helix""",2009-07-17,FALSE,FALSE,FALSE
'4541089B,"""G.I. JOEâ„¢""","""Electronic Arts""","""Double Helix""",2009-07-10,FALSE,FALSE,FALSE
'584108BB,"""Galaga Legions""","""BANDAI NAMCO Entertainment Inc.""","""BANDAI NAMCO Entertainment Inc.""",2010-01-05,FALSE,FALSE,FALSE
'415407DE,"""Game of Thrones""","""ATLUS (Index Digital Media, Inc.)""","""Cyanide""",2012-05-15,FALSE,FALSE,FALSE
'57520801,"""Game Party In Motion""","""Warner Bros""","""FarSight Studios, Inc.""",2010-11-19,FALSE,FALSE,FALSE
'4D530901,"""Game Room""","""Microsoft Game Studios""","""Krome Studios""","""N/A""",FALSE,FALSE,TRUE
'4D53082D,"""Gears of War 2""","""Microsoft Game Studios""","""Epic Games, Inc.""",2008-11-07,TRUE,FALSE,TRUE
'4D5307D5,"""Gears of War""","""Microsoft""","""Epic Games, Inc.""",2010-05-04,TRUE,FALSE,TRUE
'4C5307DE,"""Get Fit With Mel B""","""Black Bean Games""","""Lightning Fish Games""",2010-10-04,FALSE,FALSE,FALSE
'425607E8,"""G-Force""","""Disney""","""Eurocom Developments LTD""",2008-01-01,FALSE,FALSE,FALSE
'41560883,"""GHâ„¢: Warriors of Rock""","""Activision, Inc""","""Neversoft Entertainment""",2010-06-29,TRUE,FALSE,TRUE
'494707F4,"""Ghostbusters""","""Atari""","""Terminal Reality""",2009-06-16,TRUE,FALSE,TRUE
'584108B8,"""Go! Go! Break Steady""","""Microsoft Studios""","""Little Boy Games""",2010-06-23,TRUE,FALSE,TRUE
'534507E5,"""Golden Axe:Beast Rider""","""Sega""","""Secret Level""",2008-01-01,FALSE,FALSE,FALSE
'415608AF,"""GoldenEye 007â„¢: Reloaded""","""Activision""","""Eurocom""",2010-11-01,FALSE,FALSE,TRUE
'584108A1,"""Golf: Tee It Up!""","""Activision""","""Housemarque""",2010-02-18,FALSE,FALSE,TRUE
'464F07E7,"""Grease Dance""","""Published by 505 Games""","""ZoÃ« Mode""",2011-10-25,FALSE,FALSE,FALSE
'454108E7,"""Green Day: Rock Band""","""MTV Games""","""Harmonix Music Systems, Inc.""",2010-04-14,TRUE,FALSE,TRUE
'575207E9,"""Green Lanternâ„¢: Rise of the Manhunters""","""WB Games, Inc.""","""Double Helix Games""",2011-06-07,FALSE,FALSE,FALSE
'434D07FF,"""GRID""","""Codemasters Software Company Limited""","""Codemasters Software Company Limited""",2009-11-17,FALSE,FALSE,TRUE
'545407F2,"""GTA IV""","""Rockstar Games""","""Rockstar North""",2008-04-29,FALSE,FALSE,TRUE
'41560840,"""Guitar Hero 5""","""Activision""","""Neversoft Entertainment""",2009-07-13,TRUE,FALSE,TRUE
'4156083E,"""Guitar Hero Hits""","""Activision""","""Beenox, Inc""",2008-01-01,TRUE,FALSE,TRUE
'415607E7,"""Guitar Hero II""","""RedOctane""","""Harmonix Music Systems, Inc.""",2008-01-01,FALSE,FALSE,FALSE
'415607F7,"""Guitar Hero III""","""Activision, Inc""","""Neversoft Entertainment""",2009-11-23,FALSE,FALSE,TRUE
'41560830,"""Guitar Hero Metallica""","""Activision""","""Neversoft Entertainment""",2008-01-01,TRUE,FALSE,TRUE
'4156083D,"""Guitar Hero Van Halen""","""Activision""","""Underground Development""",2009-06-17,TRUE,FALSE,TRUE
'4156081A,"""Guitar Hero World Tour""","""Activision""","""Neversoft Entertainment""",2008-01-01,TRUE,FALSE,TRUE
'41560819,"""Guitar Hero: Aerosmith""","""Activision""","""Neversoft Entertainment""",2008-01-01,TRUE,FALSE,TRUE
'41560871,"""Guitar HeroÂ® VIP Pass""","""Activision, Inc""","""Seven Studios""",2010-02-03,FALSE,FALSE,FALSE
'415607D3,"""Gun""","""Activision""","""Neversoft""",2008-01-01,FALSE,FALSE,FALSE
'475007D2,"""Hail to the Chimp""","""Gamecock Media Group""","""Wideload Games""",2008-01-01,TRUE,FALSE,TRUE
'58410B3D,"""HALF-MINUTE HERO -Super Mega Neo Climax-""","""Microsoft Studios""","""Marvelous Entertainment Inc./ Opus Studio Inc.""",2011-06-16,FALSE,FALSE,TRUE
'4D5307E6,"""Halo 3""","""Microsoft""","""Bungie Studios""",2010-07-06,TRUE,FALSE,TRUE
'4D530877,"""Halo 3: ODST Campaign Edition""","""Microsoft""","""Bungie Studios""",2009-09-22,TRUE,FALSE,FALSE
'4D530808,"""Halo Wars""","""Microsoft""","""Ensemble Studios""",2010-08-11,TRUE,FALSE,TRUE
'4D5308CE,"""Halo Waypoint""","""Microsoft Studios""","""343 Industries""",2010-09-09,FALSE,FALSE,FALSE
'4D53085B,"""Halo: Reach""","""Microsoft Game Studios""","""Bungie Studios""",2010-09-14,TRUE,FALSE,TRUE
'425607E9,"""Hannah The Movie""","""Disney""","""N-Space""",2008-01-01,FALSE,FALSE,FALSE
'5752080D,"""Happy Feet Two: The Videogame""","""WB Games Inc.""","""KMMG Studios""",2011-11-08,FALSE,FALSE,FALSE
'584108AC,"""Happy Tree Friends False Alarm""","""SEGA""","""Stainless Games""",2008-01-01,FALSE,FALSE,FALSE
'4D4A07E3,"""Harley Pasternakâ€™s Hollywood Workout""","""Majesco Entertainment""","""Heavy Iron""",2012-09-17,FALSE,FALSE,FALSE
'45410955,"""Harry Potter and the Deathly Hallows - Part 2""","""Electronic Arts""","""EA Bright Light""",2011-07-12,FALSE,FALSE,FALSE
'5858084A,"""Harry Potter and the Deathly Hallows""","""Warner Bros.""","""Warner Bros.""",2010-10-28,FALSE,FALSE,FALSE
'574207E7,"""Harry Potter and the Deathly Hallowsâ„¢""","""WB Games, Inc.""","""Disruptive Publishers""",2011-06-30,FALSE,FALSE,FALSE
'454107FA,"""Harry Potter HBP""","""Electronic Arts""","""Electronic Arts""",2008-01-01,FALSE,FALSE,FALSE
'45410819,"""Harry Potter OOTP""","""Electronic Arts""","""Electronic Arts""",2009-06-24,FALSE,FALSE,FALSE
'57520826,"""Harry Potterâ„¢ for Kinectâ„¢""","""Warner Bros. Interactive Entertainment""","""Eurocom""",2012-10-09,FALSE,FALSE,FALSE
'4541090C,"""Hasbro Family Game Night 3""","""Electronic Arts Inc.""","""Sumo Digital""",2010-10-26,FALSE,FALSE,TRUE
'4B4E07D3,"""Hellboyâ„¢: TSoE""","""Konami""","""Krome Studios""",2008-01-01,FALSE,FALSE,FALSE
'55530841,"""Heroes Over Europe""","""Ubisoft""","""Transmission Games""",2009-09-15,FALSE,FALSE,TRUE
'53510804,"""Hitman: Absolution""","""IO Interactive""","""IO Interactive""",2013-02-26,FALSE,FALSE,FALSE
'534307DB,"""Hitman: Blood Money""","""IO Interactive A/S""","""IO Interactive A/S""",2010-03-30,FALSE,FALSE,FALSE
'4D5707E4,"""Hour of Victory (PC)""","""Midway Home Entertainment Inc.""","""Nfusion Interactive""",2008-01-01,FALSE,FALSE,FALSE
'4D5707D9,"""Hour of Victory""","""Midway Home Entertainment Inc.""","""Nfusion Interactive""",2008-01-01,FALSE,FALSE,FALSE
'425607DF,"""HSM3 Senior Year DANCE""","""Disney""","""Page 44 Studios LLC.""",2008-01-01,FALSE,FALSE,FALSE
'4D4A07DD,"""Hulk Hogan's Main Event""","""Majesco Entertainment""","""Panic Button LLC""",2011-10-11,FALSE,FALSE,FALSE
'425307D7,"""Hunted Demonâ€™s Forge""","""Bethesda Softworks""","""inXile entertainment""",2010-06-17,TRUE,FALSE,FALSE
'58410B3A,"""I Am Aliveâ„¢""","""Ubisoft""","""Ubisoft""",2012-03-07,FALSE,FALSE,FALSE
'434D07D8,"""ICC Cricket 2007""","""Codemasters Software Company Limited""","""Codemasters""",2008-01-01,FALSE,FALSE,TRUE
'4156083F,"""Ice Age 3""","""Activision""","""Eurocom Entertainment Software""",2008-01-01,FALSE,FALSE,FALSE
'415608D7,"""Ice Age: Continental Drift: Arctic Games""","""Activision""","""Behaviour Interactive""",2012-10-09,FALSE,FALSE,FALSE
'464F07D1,"""IL-2: Birds of Prey""","""505 Games SRL""","""Gaijin Entertainment""",2009-07-09,TRUE,FALSE,TRUE
'504307D4,"""Infernal""","""Playlogic International N.V.""","""Metropolis Software/Geniusprogrammer.net""",2009-11-16,FALSE,FALSE,FALSE
